State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Measure Description",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"25th Percentile","75th Percentile",Notes,Source,Location
"New Jersey","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & CHIP",Administrative,54.7,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.314, -74.5089)"
Georgia,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & CHIP",Hybrid,46.0,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.9866, -83.6487)"
"Rhode Island","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,48.8,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
"South Carolina","Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,Administrative,54.7,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(33.8191, -80.9066)"
Colorado,"Primary Care Access and Preventive Care","Adult Core Set","Adult Body Mass Index Assessment",ABA-AD,"Percentage with a BMI Percentile Documented: 18-64",2015,"Medicaid & Dual Eligibles",Hybrid,82.6,29,76.6,9.7,82.8,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0646, -105.3272)"
Mississippi,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,46.4,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.7673, -89.6812)"
Oregon,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,50.6,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.5672, -122.1269)"
Oregon,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,"Medicaid & CHIP & Dual Eligibles",Hybrid,44.7,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.5672, -122.1269)"
"New York","Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",47.2,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.1497, -74.9384)"
Louisiana,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,36.9,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
Missouri,"Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia",SAA-AD,"Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64",2015,"Medicaid & CHIP",Administrative,63.1,25,62.4,58.1,68.7,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.4623, -92.302)"
"Rhode Island","Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,"Medicaid & CHIP",Hybrid,69.9,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
Iowa,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening",CCS-AD,"Percentage Screened for Cervical Cancer: 21-64",2015,Medicaid,Administrative,65.2,36,56.0,45.2,62.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.0046, -93.214)"
Idaho,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",32.7,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(44.2394, -114.5103)"
Pennsylvania,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64",2015,Medicaid,Hybrid,85.5,37,81.9,77.6,85.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.5773, -77.264)"
Tennessee,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,Medicaid,Administrative,75.9,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.7449, -86.7489)"
Kentucky,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",77.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.669, -84.6514)"
Texas,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64",2015,Medicaid,Administrative,4.9,26,14.7,6.9,20.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.106, -97.6475)"
"Rhode Island","Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & CHIP",Administrative,86.0,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.6772, -71.5101)"
Oklahoma,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",73.2,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(35.5376, -96.9247)"
Pennsylvania,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,63.3,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(40.5773, -77.264)"
Alabama,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,48.8,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.799, -86.8073)"
Michigan,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,Medicaid,Administrative,82.7,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(43.3504, -84.5603)"
Colorado,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,85.2,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(39.0646, -105.3272)"
Oklahoma,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,37.7,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.5376, -96.9247)"
Illinois,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",46.9,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.3363, -89.0022)"
"New Mexico","Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,53.5,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.8375, -106.2371)"
Georgia,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & CHIP",Administrative,36.5,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(32.9866, -83.6487)"
Louisiana,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,51.1,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
California,"Maternal and Perinatal Health","Adult Core Set","Postpartum Care Rate",PPC-AD,"Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery",2015,Medicaid,"Administrative & Hybrid",55.5,34,57.8,49.5,63.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(36.17, -119.7462)"
Montana,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,"Medicaid & Dual Eligibles",Administrative,45.2,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(46.9048, -110.3261)"
Missouri,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64",2015,"Medicaid & CHIP",Administrative,44.3,26,37.1,32.2,42.4,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.4623, -92.302)"
Delaware,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Advised to Quit",2015,"Medicaid & Dual Eligibles","NAM CAHPS",76.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(39.3498, -75.5148)"
Iowa,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,21.1,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.0046, -93.214)"
"North Carolina","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,64.5,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(35.6411, -79.8431)"
Arkansas,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64",2015,"Medicaid & Dual Eligibles",Administrative,33.4,30,37.7,30.9,56.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.9513, -92.3809)"
Oregon,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment",IET-AD,"Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64",2015,"Medicaid & CHIP & Dual Eligibles",Administrative,19.5,26,14.7,6.9,20.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(44.5672, -122.1269)"
Kentucky,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 6 Months: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,43.9,29,33.7,29.4,37.2,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(37.669, -84.6514)"
Connecticut,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & CHIP",Administrative,63.9,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.5834, -72.7622)"
Massachusetts,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,Medicaid,Administrative,86.0,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(42.2373, -71.5314)"
Louisiana,"Behavioral Health Care","Adult Core Set","Antidepressant Medication Management",AMM-AD,"Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64",2015,"Medicaid & CHIP",Administrative,43.1,29,48.6,44.1,51.9,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.1801, -91.8749)"
Texas,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening",BCS-AD,"Percentage of Women Receiving Mammogram: 50-64",2015,Medicaid,Administrative,52.6,33,51.5,45.2,56.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(31.106, -97.6475)"
Minnesota,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Medications",2015,"Medicaid & Dual Eligibles","NAM CAHPS",58.6,47,42.9,39.4,47.8,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(45.7326, -93.9196)"
Pennsylvania,"Behavioral Health Care","Adult Core Set","Medical Assistance With Smoking and Tobacco Use Cessation",MSC-AD,"Percentage of Tobacco Users Discussed Cessation Strategies",2015,"Medicaid & Dual Eligibles","NAM CAHPS",43.1,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(40.5773, -77.264)"
Connecticut,"Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,"Medicaid & CHIP",Administrative,67.8,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(41.5834, -72.7622)"
Arkansas,"Care of Acute and Chronic Conditions","Adult Core Set","Annual Monitoring for Patients on Persistent Medications",MPM-AD,"Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64",2015,"Medicaid & Dual Eligibles",Administrative,81.9,32,85.6,82.8,88.3,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.9513, -92.3809)"
"New Mexico","Primary Care Access and Preventive Care","Adult Core Set","Chlamydia Screening in Women",CHL-AD,"Percentage of Sexually Active Women Screened for Chlamydia: 21-24",2015,Medicaid,Administrative,50.1,35,57.1,54.5,64.5,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(34.8375, -106.2371)"
Missouri,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64",2015,"Medicaid & CHIP",Administrative,50.3,30,57.3,45.6,69.1,,"Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.","(38.4623, -92.302)"
