State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,"Rate Used in Calculating State Mean and Median"
Nevada,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,41.9,31,38.4,30.2,49.3,,"Rates include managed care population. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Mental Illness with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,51.0,31,54.5,45.3,59.3,,"Rates include managed care population. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,9.2,30,11.7,6.4,17.9,,"Rates include managed care population. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Follow-up After Emergency Department Visit for Mental Illness or Alcohol and Other Drug Abuse or Dependence: Age 18 and Older",FUA/FUM-AD,"Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18-64",2018,Medicaid,Administrative,13.0,30,17.1,10.7,27.5,,"Rates include managed care population. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,32.7,43,38,30.5,51,,"Rates include managed care population age 6 and older. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 21-64",2018,Medicaid,Administrative,49.8,42,58.6,51.1,67,,"Rates include managed care population age 6 and older. Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,39.2,32,38.8,36.3,41.5,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,9.3,32,11.6,7.7,15.3,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,43.7,32,46.3,38.4,56.7,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,14.6,32,25.4,13.6,35.6,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,39.2,32,38.5,34.7,40.9,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,8.6,32,11.2,8.7,13.3,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18-64",2018,Medicaid,Administrative,39.4,34,40,36.2,43.7,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"South Carolina","Care of Acute and Chronic Conditions","Adult Core Set","Asthma Medication Ratio: Ages 19 to 64",AMR-AD,"Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51-64",2018,"Medicaid & CHIP",Administrative,58.2,27,55.1,50.1,60.1,,"Rates include managed care population (5 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18-64",2018,Medicaid,Administrative,9.9,34,14.5,9.9,19.6,,"Rates include managed care population (3 MCOs). Rates exclude FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2018,Medicaid,Hybrid,43.2,27,39.8,47.3,34.7,,"Rate includes managed care population (3 MCOs). Rate excludes FFS population and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 13,133.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Testing: Ages 18-75",HA1C-AD,"Percentage with Diabetes (Type 1 or Type 2) who had a Hemoglobin A1c (HbA1c) Test: Ages 18-64",2018,Medicaid,Hybrid,80.5,38,85.3,80.5,87.2,,"Rate includes managed care population (3 MCOs). Rate excludes FFS population and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 13,133.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled During the Measurement Year: Ages 18-64",2018,Medicaid,Hybrid,50.0,28,57.8,50.9,63,,"Rate includes managed care population (3 MCOs). Rate excludes FFS population and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 17,347.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,8.6,29,10.6,7.7,12.8,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Most Effective or Moderately Effective Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,31.3,29,39.4,32.2,45.7,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 3 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,0.2,29,0.8,0.4,1.9,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Maternal and Perinatal Health","Adult Core Set","Contraceptive Care: Postpartum Women Ages 21-44",CCP-AD,"Percentage of Postpartum Women Provided a Long-Acting Reversible Method of Contraception Within 60 Days of Delivery: Ages 21-44",2018,Medicaid,Administrative,4.4,29,12.9,8.5,15.3,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2018,Medicaid,Hybrid,60.6,37,61.3,56.4,65.7,,"Rate includes managed care population (3 MCOs). Rate excludes FFS population and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 11,330.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
Nevada,"Primary Care Access and Preventive Care","Adult Core Set","Breast Cancer Screening: Ages 50-74",BCS-AD,"Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50-64",2018,Medicaid,Administrative,54.3,41,54.6,50.9,59.1,,"Rate includes managed care population (3 MCOs). Rate excludes FFS population and Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"New Hampshire","Behavioral Health Care","Adult Core Set","Adherence to Antipsychotics for Individuals with Schizophrenia: Ages 19-64",SAA-AD,"Percentage with Schizophrenia who were Dispensed and Remained on Antipsychotic Medication for at Least 80 Percent of their Treatment Period: Ages 19-64",2018,Medicaid,Administrative,79.7,33,57.7,54.4,64.9,,"Rate includes managed care population (2 MCOs), representing 86 percent of the population. Rate excludes FFS population, representing 14 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"New Hampshire","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 12 Weeks: Ages 18-64",2018,Medicaid,Administrative,57.1,33,50.3,47,52.6,,"Rates include managed care population (2 MCOs), representing 85 percent of the population. Rates exclude FFS population, representing 15 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
"New Hampshire","Behavioral Health Care","Adult Core Set","Antidepressant Medication Management: Age 18 and Older",AMM-AD,"Percentage Diagnosed with Major Depression who were Treated with and Remained on Antidepressant Medication for 6 Months: Ages 18-64",2018,Medicaid,Administrative,41.0,33,34.8,30.6,37.6,,"Rates include managed care population (2 MCOs), representing 85 percent of the population. Rates exclude FFS population, representing 15 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2018 reporting cycle.",Yes
