State,Domain,"Reporting Program","Measure Name","Measure Abbreviation","Rate Definition",FFY,Population,Methodology,"State Rate","Number of States Reporting",Median,"Bottom Quartile","Top Quartile",Notes,"State Specific Comments",Source,Location
Georgia,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2017,"Medicaid & CHIP",Hybrid,74.6,27,41.9,47.6,36.0,,"Rate includes FFS and managed care populations (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles and Planning for Healthy Babies (P4HB) demonstration members per CMS Special Terms and Conditions. Denominator is the sample size; measure-eligible population is 62,689. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Georgia
(32.638481, -83.426574)"
Hawaii,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,"Medicaid & Dual Eligibles","Administrative & Hybrid",59.2,40,55.0,48.4,60.1,,"Rate includes managed care population (5 MCOs). Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and four MCOs used the hybrid method. Denominator is the measure-eligible population. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Hawaii
(21.361013, -157.854309)"
Illinois,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP",Administrative,56.2,39,60.1,54.1,65.9,,"Rate includes FFS, PCCM, integrated care model, and managed care populations (13 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Rate excludes deliveries covered by bundled service claims because they do not have specific visit dates. State does not use LOINC codes. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Illinois
(40.124144, -89.148632)"
Connecticut,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2017,"Medicaid & CHIP",Hybrid,41.9,27,41.9,47.6,36.0,,"Rate includes FFS population ages 18 to 75. Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 21,654. Rate was audited by a certified HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
Ohio,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee Months: Ages 18-64",2017,"Medicaid & CHIP",Administrative,17.9,29,18.0,23.4,14.1,,"Rate includes FFS and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Ohio
(40.415534, -82.70936)"
"North Carolina","Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2017,Medicaid,Administrative,12.0,31,14.5,10.3,17.8,,"Rates include FFS and PCCM populations. Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","North Carolina
(35.52603, -79.130883)"
"New York","Care of Acute and Chronic Conditions","Adult Core Set","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older",PQI01-AD,"Inpatient Hospital Admissions for Diabetes Short-Term Complications per 100,000 Enrollee Months: Ages 18-64",2017,Medicaid,Administrative,11.8,29,18.0,23.4,14.1,,"Rate includes FFS and managed care populations (72 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","New York
(42.921241, -75.59655)"
Colorado,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 08: Heart Failure Admission Rate: Age 18 and Older",PQI08-AD,"Inpatient Hospital Admissions for Heart Failure per 100,000 Enrollee Months: Ages 18-64",2017,"Medicaid & Dual Eligibles",Administrative,12.8,25,21.9,30.8,16.4,,"Rate includes FFS and PCCM populations, representing 90 percent of the population. Rate excludes managed care population, representing 10 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Colorado
(38.998552, -105.547832)"
California,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90 mmHg) During the Measurement Year: Ages 18-64",2017,Medicaid,Hybrid,62.7,26,56.7,52.5,65.9,,"Rate includes managed care population (26 MCOs) ages 18 to 85, representing 89 percent of the population. Rate excludes FFS population, representing 11 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure eligible population is 460,769. Rate is provisional due to changes in the Medicaid program and data systems during this period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","California
(37.211164, -119.662127)"
Iowa,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,Medicaid,Administrative,55.2,40,55.0,48.4,60.1,,"Rate includes FFS and managed care populations (3 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Optional exclusions were applied. Rate includes paid claims only.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Iowa
(42.074659, -93.500061)"
Arkansas,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,"Medicaid & CHIP",Administrative,35.9,40,55.0,48.4,60.1,,"Rate includes FFS and PCCM populations. Rate excludes Medicare-Medicaid Dual Eligibles. State applied optional exclusions. State attributes lower rate to state benefit limits, which were removed after the FFY 2017 measurement period. Rate was audited by state data contractor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Arkansas
(34.899825, -92.439162)"
Florida,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,Medicaid,"Administrative & Hybrid",63.5,39,60.1,54.1,65.9,,"Rate includes managed care population (16 MCOs), representing 69 percent of the population. Rate excludes FFS population, representing 31 percent of the population, and Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. One MCO used the administrative method and 15 MCOs used the hybrid method. Denominator is the measure-eligible population. MCO rates were validated by HEDIS auditor.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Florida
(28.260731, -82.420978)"
"District of Columbia","Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP & Dual Eligibles",Hybrid,52.1,39,60.1,54.1,65.9,,"Rate includes managed care population (4 MCOs), representing 69 percent of the population. Rate excludes FFS population, representing 31 percent of the population. Denominator is the sample size; measure-eligible population is 3,114. MCO rates were audited by certified HEDIS auditors.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","District of Columbia
(38.904785, -77.016275)"
Louisiana,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2017,"Medicaid & CHIP",Hybrid,71.8,27,41.9,47.6,36.0,,"Rate includes FFS and managed care populations (5 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 32,954. Rate was calculated using HEDIS-certified code and the state conducted an internal validation of the data.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Louisiana
(30.921314, -91.840238)"
Maryland,"Care of Acute and Chronic Conditions","Adult Core Set","Controlling High Blood Pressure: Ages 18-85",CBP-AD,"Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled (<140/90 mmHg) During the Measurement Year: Ages 18-64",2017,Medicaid,Hybrid,67.9,26,56.7,52.5,65.9,,"Rate includes managed care population (7 MCOs), representing 69 percent of the population. Rate excludes FFS population, representing 31 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 61,414. MCO rates were audited by certified HEDIS auditors. State attributes rate increase from FFY 2016 to the use of this measure in Value-Based Purchasing (VBP).","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Maryland
(38.946466, -76.687282)"
Oregon,"Care of Acute and Chronic Conditions","Adult Core Set","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18-75",HPC-AD,"Percentage with Diabetes (Type 1 or Type 2) who had Hemoglobin A1c in Poor Control (>9.0%): Ages 18-64",2017,"Medicaid & CHIP & Dual Eligibles","Electronic Health Records",25.4,27,41.9,47.6,36.0,,"Rate was calculated using Meaningful Use 2016 electronic Clinical Quality Measure (eCQM) Specifications for Eligible Professionals. Rate includes managed care population (16 CCOs) ages 18 to 75 who are included in Electronic Health Records in the state, representing 75 percent of the population. Rate excludes FFS population and managed care enrollees who are not included in electronic health record data, representing 25 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oregon
(43.940449, -120.605279)"
Delaware,"Maternal and Perinatal Health","Adult Core Set","Prenatal and Postpartum Care: Postpartum Care",PPC-AD,"Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 21 and 56 Days after Delivery",2017,"Medicaid & CHIP",Hybrid,56.2,39,60.1,54.1,65.9,,"Rate includes managed care population (2 MCOs), representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 3,569.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Delaware
(38.994926, -75.452394)"
Georgia,"Primary Care Access and Preventive Care","Adult Core Set","Cervical Cancer Screening: Ages 21-64",CCS-AD,"Percentage of Women Screened for Cervical Cancer: Ages 21-64 Years",2017,Medicaid,Hybrid,49.3,40,55.0,48.4,60.1,,"Rate includes FFS and managed care populations (4 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles and Planning for Healthy Babies (P4HB) demonstration members per CMS Special Terms and Conditions. Denominator is the sample size; measure-eligible population is 165,492. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Georgia
(32.638481, -83.426574)"
Connecticut,"Behavioral Health Care","Adult Core Set","Initiation and Engagement of Alcohol and Other Drug Dependence Treatment: Age 18 and Older",IET-AD,"Percentage with a New Episode of Alcohol or Drug Dependence who Initiated and Engaged in Treatment: Ages 18-64",2017,"Medicaid & CHIP",Administrative,32.6,31,14.5,10.3,17.8,,"Rates include FFS population age 18 and older. Rates exclude Medicare-Medicaid Dual Eligibles. Rates were audited by a certified HEDIS auditor. Rates are provisional. State attributes rate increases from FFY 2016 to specification updates and to quality improvement initiatives.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Connecticut
(41.575155, -72.738288)"
Missouri,"Behavioral Health Care","Adult Core Set","Follow-Up After Hospitalization for Mental Illness: Age 21 and Older",FUH-AD,"Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 7 Days of Discharge: Ages 21-64",2017,"Medicaid & CHIP",Administrative,31.8,42,41.9,33.5,59.4,,"Rates include FFS and managed care populations (3 MCOs). Rates exclude Medicare-Medicaid Dual Eligibles.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Missouri
(38.3675, -92.477244)"
Oklahoma,"Care of Acute and Chronic Conditions","Adult Core Set","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older",PQI05-AD,"Inpatient Hospital Admissions for Chronic Obstructive Pulmonary Disease (COPD) or Asthma per 100,00 Enrollee Months: Ages 40-64",2017,"Medicaid & CHIP & Dual Eligibles",Administrative,52.8,25,70.4,100.5,52.8,,"Rate includes FFS and PCCM populations. Rate excludes home- and community-based services waiver enrollees.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oklahoma
(35.583449, -97.508297)"
