"state","population","measure_abbreviation","state_rate","ffy"
"New Mexico","Medicaid","ABA-AD","84.4","2020"
"New Mexico","Medicaid","BCS-AD","46.6","2020"
"New Mexico","Medicaid","CCS-AD","43.7","2020"
"New Mexico","Medicaid","CHL-AD","58.1","2020"
"New Mexico","Medicaid","FVA-AD","45.0","2020"
"New York","Medicaid","SAA-AD","64.3","2020"
"New York","Medicaid","AMM-AD","53.1","2020"
"New York","Medicaid","AMM-AD","38.6","2020"
"New York","Medicaid","COB-AD","17.9","2020"
"New York","Medicaid","SSD-AD","80.8","2020"
"New York","Medicaid","FUA-AD","22.4","2020"
"New York","Medicaid","FUA-AD","28.8","2020"
"New York","Medicaid","FUM-AD","61.4","2020"
"New York","Medicaid","FUM-AD","72.0","2020"
"New York","Medicaid","FUH-AD","44.3","2020"
"New York","Medicaid","FUH-AD","58.8","2020"
"New York","Medicaid","IET-AD","41.0","2020"
"New York","Medicaid","IET-AD","15.2","2020"
"New York","Medicaid","IET-AD","59.3","2020"
"New York","Medicaid","IET-AD","38.3","2020"
"New York","Medicaid","IET-AD","48.0","2020"
"New York","Medicaid","IET-AD","20.5","2020"
"New York","Medicaid","IET-AD","45.0","2020"
"New York","Medicaid","IET-AD","19.9","2020"
"New York","Medicaid","AMR-AD","54.9","2020"
"New York","Medicaid","AMR-AD","56.8","2020"
"New York","Medicaid","AMR-AD","55.6","2020"
"New York","Medicaid","PCR-AD","1.0363","2020"
"New York","Medicaid","PQI01-AD","13.5","2020"
"New York","Medicaid","PQI05-AD","51.6","2020"
"New York","Medicaid","PQI08-AD","19.4","2020"
"New York","Medicaid","PQI15-AD","7.2","2020"
"New York","Medicaid","CCW-AD","24.2","2020"
"New York","Medicaid","CCW-AD","4.7","2020"
"New York","Medicaid","CCP-AD","11.7","2020"
"New York","Medicaid","CCP-AD","34.3","2020"
"New York","Medicaid","CCP-AD","4.0","2020"
"New York","Medicaid","CCP-AD","11.2","2020"
"New York","Medicaid","BCS-AD","65.4","2020"
"New York","Medicaid","CCS-AD","61.1","2020"
"New York","Medicaid","CHL-AD","71.5","2020"
"North Carolina","Medicaid","SAA-AD","64.0","2020"
"North Carolina","Medicaid","AMM-AD","58.2","2020"
"North Carolina","Medicaid","AMM-AD","39.1","2020"
"North Carolina","Medicaid","COB-AD","14.9","2020"
"North Carolina","Medicaid","SSD-AD","79.7","2020"
"North Carolina","Medicaid","FUM-AD","37.5","2020"
"North Carolina","Medicaid","FUM-AD","51.6","2020"
"North Carolina","Medicaid","FUH-AD","25.4","2020"
"North Carolina","Medicaid","FUH-AD","42.6","2020"
"North Carolina","Medicaid","IET-AD","46.8","2020"
"North Carolina","Medicaid","IET-AD","15.2","2020"
"North Carolina","Medicaid","IET-AD","58.2","2020"
"North Carolina","Medicaid","IET-AD","35.6","2020"
"North Carolina","Medicaid","IET-AD","44.0","2020"
"North Carolina","Medicaid","IET-AD","13.6","2020"
"North Carolina","Medicaid","IET-AD","46.8","2020"
"North Carolina","Medicaid","IET-AD","19.0","2020"
"North Carolina","Medicaid","OHD-AD","2.8","2020"
"North Carolina","Medicaid","AMR-AD","53.8","2020"
"North Carolina","Medicaid","AMR-AD","54.1","2020"
"North Carolina","Medicaid","AMR-AD","53.9","2020"
"North Carolina","Medicaid","PCR-AD","0.9289","2020"
"North Carolina","Medicaid","PQI01-AD","28.3","2020"
"North Carolina","Medicaid","PQI05-AD","92.5","2020"
"North Carolina","Medicaid","PQI08-AD","44.3","2020"
"North Carolina","Medicaid","PQI15-AD","7.7","2020"
"North Carolina","Medicaid","NCIDDS-AD","65.8","2020"
"North Carolina","Medicaid","NCIDDS-AD","89.3","2020"
"North Carolina","Medicaid","NCIDDS-AD","98.6","2020"
"North Carolina","Medicaid","CCW-AD","26.9","2020"
"North Carolina","Medicaid","CCW-AD","5.3","2020"
"North Carolina","Medicaid","CCP-AD","15.3","2020"
"North Carolina","Medicaid","CCP-AD","46.9","2020"
"North Carolina","Medicaid","CCP-AD","2.3","2020"
"North Carolina","Medicaid","CCP-AD","15.3","2020"
"North Carolina","Medicaid","PPC-AD","68.8","2020"
"North Carolina","Medicaid","BCS-AD","41.3","2020"
"North Carolina","Medicaid","CCS-AD","43.8","2020"
"North Carolina","Medicaid","CHL-AD","63.9","2020"
"North Dakota","Medicaid","SAA-AD","63.1","2020"
"North Dakota","Medicaid","AMM-AD","58.3","2020"
"North Dakota","Medicaid","AMM-AD","40.0","2020"
"North Dakota","Medicaid","COB-AD","15.9","2020"
"North Dakota","Medicaid","SSD-AD","77.1","2020"
"North Dakota","Medicaid","FUA-AD","24.2","2020"
"North Dakota","Medicaid","FUA-AD","31.4","2020"
"North Dakota","Medicaid","FUM-AD","31.3","2020"
"North Dakota","Medicaid","FUM-AD","49.4","2020"
"North Dakota","Medicaid","FUH-AD","21.0","2020"
"North Dakota","Medicaid","FUH-AD","36.0","2020"
"North Dakota","Medicaid","IET-AD","38.1","2020"
"North Dakota","Medicaid","IET-AD","12.5","2020"
"North Dakota","Medicaid","IET-AD","49.5","2020"
"North Dakota","Medicaid","IET-AD","32.4","2020"
"North Dakota","Medicaid","IET-AD","38.0","2020"
"North Dakota","Medicaid","IET-AD","14.2","2020"
"North Dakota","Medicaid","IET-AD","40.4","2020"
"North Dakota","Medicaid","IET-AD","15.7","2020"
"North Dakota","Medicaid","MSC-AD","76.9","2020"
"North Dakota","Medicaid","MSC-AD","48.1","2020"
"North Dakota","Medicaid","MSC-AD","52.1","2020"
"North Dakota","Medicaid","OHD-AD","1.9","2020"
"North Dakota","Medicaid","AMR-AD","55.6","2020"
"North Dakota","Medicaid","AMR-AD","59.6","2020"
"North Dakota","Medicaid","AMR-AD","56.8","2020"
"North Dakota","Medicaid","HPC-AD","28.7","2020"
"North Dakota","Medicaid","CBP-AD","70.0","2020"
"North Dakota","Medicaid","PCR-AD","1.4182","2020"
"North Dakota","Medicaid","PQI01-AD","46.5","2020"
"North Dakota","Medicaid","PQI05-AD","48.6","2020"
"North Dakota","Medicaid","PQI08-AD","27.1","2020"
"North Dakota","Medicaid","PQI15-AD","DS","2020"
"North Dakota","Medicaid","CCP-AD","6.4","2020"
"North Dakota","Medicaid","CCP-AD","35.2","2020"
"North Dakota","Medicaid","CCP-AD","NR","2020"
"North Dakota","Medicaid","CCP-AD","10.2","2020"
"North Dakota","Medicaid","ABA-AD","94.0","2020"
"North Dakota","Medicaid","BCS-AD","54.7","2020"
"North Dakota","Medicaid","CCS-AD","44.8","2020"
"North Dakota","Medicaid","CHL-AD","43.4","2020"
"North Dakota","Medicaid","FVA-AD","38.6","2020"
"Ohio","Medicaid","NCIDDS-AD","66.0","2020"
"Ohio","Medicaid","NCIDDS-AD","95.3","2020"
"Ohio","Medicaid","NCIDDS-AD","97.6","2020"
"Oklahoma","Medicaid","NCIDDS-AD","69.1","2020"
"Oklahoma","Medicaid","NCIDDS-AD","86.2","2020"
"Oklahoma","Medicaid","NCIDDS-AD","98.6","2020"
"Oregon","Medicaid","NCIDDS-AD","74.8","2020"
"Oregon","Medicaid","NCIDDS-AD","93.4","2020"
"Oregon","Medicaid","NCIDDS-AD","96.9","2020"
"Pennsylvania","Medicaid","SAA-AD","69.3","2020"
"Pennsylvania","Medicaid","AMM-AD","52.4","2020"
"Pennsylvania","Medicaid","AMM-AD","37.5","2020"
"Pennsylvania","Medicaid","COB-AD","18.9","2020"
"Pennsylvania","Medicaid","SSD-AD","88.1","2020"
"Pennsylvania","Medicaid","FUA-AD","17.4","2020"
"Pennsylvania","Medicaid","FUA-AD","27.3","2020"
"Pennsylvania","Medicaid","FUM-AD","39.7","2020"
"Pennsylvania","Medicaid","FUM-AD","52.6","2020"
"Pennsylvania","Medicaid","FUH-AD","35.9","2020"
"Pennsylvania","Medicaid","FUH-AD","55.8","2020"
"Pennsylvania","Medicaid","IET-AD","31.9","2020"
"Pennsylvania","Medicaid","IET-AD","14.2","2020"
"Pennsylvania","Medicaid","IET-AD","37.9","2020"
"Pennsylvania","Medicaid","IET-AD","27.1","2020"
"Pennsylvania","Medicaid","IET-AD","35.7","2020"
"Pennsylvania","Medicaid","IET-AD","17.0","2020"
"Pennsylvania","Medicaid","IET-AD","33.7","2020"
"Pennsylvania","Medicaid","IET-AD","18.0","2020"
"Pennsylvania","Medicaid","MSC-AD","55.8","2020"
"Pennsylvania","Medicaid","MSC-AD","28.9","2020"
"Pennsylvania","Medicaid","MSC-AD","34.4","2020"
"Pennsylvania","Medicaid","AMR-AD","55.2","2020"
"Pennsylvania","Medicaid","AMR-AD","58.4","2020"
"Pennsylvania","Medicaid","AMR-AD","56.0","2020"
"Pennsylvania","Medicaid","HPC-AD","33.7","2020"
"Pennsylvania","Medicaid","CBP-AD","68.3","2020"
"Pennsylvania","Medicaid","PCR-AD","1.0977","2020"
"Pennsylvania","Medicaid","PQI01-AD","23.6","2020"
"Pennsylvania","Medicaid","PQI05-AD","59.6","2020"
"Pennsylvania","Medicaid","PQI08-AD","19.9","2020"
"Pennsylvania","Medicaid","PQI15-AD","8.1","2020"
"Pennsylvania","Medicaid","NCIDDS-AD","59.5","2020"
"Pennsylvania","Medicaid","NCIDDS-AD","93.2","2020"
"Pennsylvania","Medicaid","NCIDDS-AD","95.3","2020"
"Pennsylvania","Medicaid","CCW-AD","28.6","2020"
"Pennsylvania","Medicaid","CCW-AD","4.6","2020"
"Pennsylvania","Medicaid","CCP-AD","16.8","2020"
"Pennsylvania","Medicaid","CCP-AD","44.3","2020"
"Pennsylvania","Medicaid","CCP-AD","4.4","2020"
"Pennsylvania","Medicaid","CCP-AD","12.2","2020"
"Pennsylvania","Medicaid","PPC-AD","79.3","2020"
"Pennsylvania","Medicaid","ABA-AD","95.3","2020"
"Pennsylvania","Medicaid","BCS-AD","57.4","2020"
"Pennsylvania","Medicaid","CCS-AD","64.3","2020"
"Pennsylvania","Medicaid","CHL-AD","66.2","2020"
"Pennsylvania","Medicaid","FVA-AD","42.3","2020"
"Rhode Island","Medicaid","NCIDDS-AD","61.2","2020"
"Rhode Island","Medicaid","NCIDDS-AD","84.9","2020"
"Rhode Island","Medicaid","NCIDDS-AD","95.0","2020"
"South Carolina","Medicaid","PQI05-AD","85.2","2020"
"South Dakota","Medicaid","FVA-AD","51.5","2020"
"Tennessee","Medicaid","SAA-AD","59.1","2020"
"Tennessee","Medicaid","AMM-AD","49.5","2020"
"Tennessee","Medicaid","AMM-AD","33.1","2020"
"Tennessee","Medicaid","COB-AD","9.4","2020"
"Tennessee","Medicaid","SSD-AD","85.0","2020"
"Tennessee","Medicaid","FUA-AD","5.2","2020"
"Tennessee","Medicaid","FUA-AD","8.2","2020"
"Tennessee","Medicaid","FUM-AD","34.9","2020"
"Tennessee","Medicaid","FUM-AD","50.1","2020"
"Tennessee","Medicaid","FUH-AD","33.5","2020"
"Tennessee","Medicaid","FUH-AD","55.4","2020"
"Tennessee","Medicaid","IET-AD","47.6","2020"
"Tennessee","Medicaid","IET-AD","11.8","2020"
"Tennessee","Medicaid","IET-AD","58.9","2020"
"Tennessee","Medicaid","IET-AD","30.6","2020"
"Tennessee","Medicaid","IET-AD","47.9","2020"
"Tennessee","Medicaid","IET-AD","14.5","2020"
"Tennessee","Medicaid","IET-AD","48.9","2020"
"Tennessee","Medicaid","IET-AD","17.7","2020"
"Tennessee","Medicaid","MSC-AD","80.7","2020"
"Tennessee","Medicaid","MSC-AD","44.2","2020"
"Tennessee","Medicaid","MSC-AD","49.8","2020"
"Tennessee","Medicaid","OHD-AD","6.2","2020"
"Tennessee","Medicaid","AMR-AD","50.8","2020"
"Tennessee","Medicaid","AMR-AD","51.9","2020"
"Tennessee","Medicaid","AMR-AD","51.0","2020"
"Tennessee","Medicaid","HPC-AD","37.8","2020"
"Tennessee","Medicaid","CBP-AD","64.3","2020"
"Tennessee","Medicaid","PCR-AD","1.0737","2020"
"Tennessee","Medicaid","PQI01-AD","17.4","2020"
"Tennessee","Medicaid","PQI05-AD","74.9","2020"
"Tennessee","Medicaid","PQI08-AD","26.7","2020"
"Tennessee","Medicaid","PQI15-AD","3.0","2020"
"Tennessee","Medicaid","NCIDDS-AD","78.9","2020"
"Tennessee","Medicaid","NCIDDS-AD","92.9","2020"
"Tennessee","Medicaid","NCIDDS-AD","98.0","2020"
"Tennessee","Medicaid","CCW-AD","18.1","2020"
"Tennessee","Medicaid","CCW-AD","6.4","2020"
"Tennessee","Medicaid","CCP-AD","13.4","2020"
"Tennessee","Medicaid","CCP-AD","46.0","2020"
"Tennessee","Medicaid","CCP-AD","2.2","2020"
"Tennessee","Medicaid","CCP-AD","12.7","2020"
"Tennessee","Medicaid","PPC-AD","70.2","2020"
"Tennessee","Medicaid","ABA-AD","94.1","2020"
"Tennessee","Medicaid","BCS-AD","54.8","2020"
"Tennessee","Medicaid","CCS-AD","64.1","2020"
"Tennessee","Medicaid","CHL-AD","61.7","2020"
"Tennessee","Medicaid","FVA-AD","44.7","2020"
"Texas","Medicaid","SAA-AD","56.6","2020"
"Texas","Medicaid","AMM-AD","53.2","2020"
"Texas","Medicaid","AMM-AD","37.5","2020"
"Texas","Medicaid","COB-AD","21.7","2020"
"Texas","Medicaid","SSD-AD","82.5","2020"
"Texas","Medicaid","FUA-AD","4.9","2020"
"Texas","Medicaid","FUA-AD","6.8","2020"
"Texas","Medicaid","FUM-AD","29.7","2020"
"Texas","Medicaid","FUM-AD","43.9","2020"
"Texas","Medicaid","FUH-AD","22.4","2020"
"Texas","Medicaid","FUH-AD","40.9","2020"
"Texas","Medicaid","IET-AD","41.6","2020"
"Texas","Medicaid","IET-AD","6.2","2020"
"Texas","Medicaid","IET-AD","39.7","2020"
"Texas","Medicaid","IET-AD","12.0","2020"
"Texas","Medicaid","IET-AD","40.5","2020"
"Texas","Medicaid","IET-AD","7.6","2020"
"Texas","Medicaid","IET-AD","40.0","2020"
"Texas","Medicaid","IET-AD","7.8","2020"
"Texas","Medicaid","MSC-AD","73.1","2020"
"Texas","Medicaid","MSC-AD","35.2","2020"
"Texas","Medicaid","MSC-AD","38.8","2020"
"Texas","Medicaid","AMR-AD","61.7","2020"
"Texas","Medicaid","AMR-AD","55.0","2020"
"Texas","Medicaid","AMR-AD","59.3","2020"
"Texas","Medicaid","CBP-AD","49.6","2020"
"Texas","Medicaid","PCR-AD","1.1325","2020"
"Texas","Medicaid","PQI01-AD","32.1","2020"
"Texas","Medicaid","PQI05-AD","136.3","2020"
"Texas","Medicaid","PQI08-AD","101.1","2020"
"Texas","Medicaid","PQI15-AD","4.7","2020"
"Texas","Medicaid","CCW-AD","25.3","2020"
"Texas","Medicaid","CCW-AD","5.1","2020"
"Texas","Medicaid","CCP-AD","12.4","2020"
"Texas","Medicaid","CCP-AD","46.0","2020"
"Texas","Medicaid","CCP-AD","0.7","2020"
"Texas","Medicaid","CCP-AD","14.9","2020"
"Texas","Medicaid","PPC-AD","78.1","2020"
"Texas","Medicaid","ABA-AD","79.0","2020"
"Texas","Medicaid","BCS-AD","50.4","2020"
"Texas","Medicaid","CCS-AD","53.4","2020"
"Texas","Medicaid","CHL-AD","61.7","2020"
"Texas","Medicaid","FVA-AD","31.8","2020"
"Utah","Medicaid","NCIDDS-AD","68.6","2020"
"Utah","Medicaid","NCIDDS-AD","93.8","2020"
"Utah","Medicaid","NCIDDS-AD","90.0","2020"
"Vermont","Medicaid","ABA-AD","65.9","2020"
"Virginia","Medicaid","NCIDDS-AD","61.2","2020"
"Virginia","Medicaid","NCIDDS-AD","89.6","2020"
"Virginia","Medicaid","NCIDDS-AD","96.1","2020"
"Washington","Medicaid","SAA-AD","65.5","2020"
"Washington","Medicaid","AMM-AD","53.5","2020"
"Washington","Medicaid","AMM-AD","38.4","2020"
"Washington","Medicaid","COB-AD","12.4","2020"
"Washington","Medicaid","SSD-AD","80.9","2020"
"Washington","Medicaid","FUA-AD","20.3","2020"
"Washington","Medicaid","FUA-AD","30.1","2020"
"Washington","Medicaid","FUM-AD","53.0","2020"
"Washington","Medicaid","FUM-AD","64.8","2020"
"Washington","Medicaid","FUH-AD","46.1","2020"
"Washington","Medicaid","FUH-AD","65.6","2020"
"Washington","Medicaid","IET-AD","30.8","2020"
"Washington","Medicaid","IET-AD","8.7","2020"
"Washington","Medicaid","IET-AD","61.6","2020"
"Washington","Medicaid","IET-AD","35.6","2020"
"Washington","Medicaid","IET-AD","32.6","2020"
"Washington","Medicaid","IET-AD","8.9","2020"
"Washington","Medicaid","IET-AD","39.0","2020"
"Washington","Medicaid","IET-AD","15.6","2020"
"Washington","Medicaid","MSC-AD","70.1","2020"
"Washington","Medicaid","MSC-AD","46.5","2020"
"Washington","Medicaid","MSC-AD","50.2","2020"
"Washington","Medicaid","OHD-AD","8.3","2020"
"Washington","Medicaid","AMR-AD","49.9","2020"
"Washington","Medicaid","AMR-AD","54.5","2020"
"Washington","Medicaid","AMR-AD","51.2","2020"
"Washington","Medicaid","HPC-AD","34.5","2020"
"Washington","Medicaid","CBP-AD","64.7","2020"
"Washington","Medicaid","PCR-AD","0.8429","2020"
"Washington","Medicaid","PQI01-AD","18.1","2020"
"Washington","Medicaid","PQI05-AD","31.6","2020"
"Washington","Medicaid","PQI08-AD","24.4","2020"
"Washington","Medicaid","PQI15-AD","5.4","2020"
"Washington","Medicaid","CCW-AD","27.5","2020"
"Washington","Medicaid","CCW-AD","6.6","2020"
"Washington","Medicaid","CCP-AD","8.7","2020"
"Washington","Medicaid","CCP-AD","40.4","2020"
"Washington","Medicaid","CCP-AD","1.0","2020"
"Washington","Medicaid","CCP-AD","16.0","2020"
"Washington","Medicaid","PPC-AD","73.6","2020"
"Washington","Medicaid","ABA-AD","91.5","2020"
"Washington","Medicaid","BCS-AD","52.0","2020"
"Washington","Medicaid","CCS-AD","60.5","2020"
"Washington","Medicaid","CHL-AD","59.5","2020"
"West Virginia","Medicaid","AMM-AD","56.4","2020"
"West Virginia","Medicaid","AMM-AD","41.1","2020"
"West Virginia","Medicaid","MSC-AD","75.5","2020"
"West Virginia","Medicaid","MSC-AD","44.9","2020"
"West Virginia","Medicaid","MSC-AD","49.9","2020"
"West Virginia","Medicaid","AMR-AD","57.6","2020"
"West Virginia","Medicaid","AMR-AD","56.9","2020"
"West Virginia","Medicaid","AMR-AD","57.4","2020"
"West Virginia","Medicaid","HPC-AD","37.2","2020"
"West Virginia","Medicaid","CBP-AD","66.4","2020"
"West Virginia","Medicaid","CCW-AD","23.8","2020"
"West Virginia","Medicaid","CCW-AD","3.6","2020"
"West Virginia","Medicaid","CCP-AD","16.1","2020"
"West Virginia","Medicaid","CCP-AD","45.5","2020"
"West Virginia","Medicaid","CCP-AD","1.7","2020"
"West Virginia","Medicaid","CCP-AD","9.3","2020"
"West Virginia","Medicaid","PPC-AD","72.3","2020"
"West Virginia","Medicaid","ABA-AD","93.4","2020"
"West Virginia","Medicaid","BCS-AD","50.0","2020"
"West Virginia","Medicaid","CCS-AD","56.7","2020"
"West Virginia","Medicaid","FVA-AD","36.8","2020"
"Wisconsin","Medicaid","SAA-AD","62.8","2020"
"Wisconsin","Medicaid","AMM-AD","66.5","2020"
"Wisconsin","Medicaid","AMM-AD","49.7","2020"
"Wisconsin","Medicaid","SSD-AD","78.8","2020"
"Wisconsin","Medicaid","FUA-AD","16.6","2020"
"Wisconsin","Medicaid","FUA-AD","26.5","2020"
"Wisconsin","Medicaid","FUM-AD","42.1","2020"
"Wisconsin","Medicaid","FUM-AD","55.0","2020"
"Wisconsin","Medicaid","FUH-AD","38.8","2020"
"Wisconsin","Medicaid","FUH-AD","62.2","2020"
"Wisconsin","Medicaid","IET-AD","42.1","2020"
"Wisconsin","Medicaid","IET-AD","15.8","2020"
"Wisconsin","Medicaid","IET-AD","63.7","2020"
"Wisconsin","Medicaid","IET-AD","41.1","2020"
"Wisconsin","Medicaid","IET-AD","39.7","2020"
"Wisconsin","Medicaid","IET-AD","12.2","2020"
"Wisconsin","Medicaid","IET-AD","43.9","2020"
"Wisconsin","Medicaid","IET-AD","18.8","2020"
"Wisconsin","Medicaid","AMR-AD","50.3","2020"
"Wisconsin","Medicaid","AMR-AD","58.1","2020"
"Wisconsin","Medicaid","AMR-AD","51.9","2020"
"Wisconsin","Medicaid","HPC-AD","35.0","2020"
"Wisconsin","Medicaid","CBP-AD","64.0","2020"
"Wisconsin","Medicaid","PCR-AD","1.0390","2020"
"Wisconsin","Medicaid","NCIDDS-AD","58.5","2020"
"Wisconsin","Medicaid","NCIDDS-AD","87.7","2020"
"Wisconsin","Medicaid","NCIDDS-AD","86.8","2020"
"Wisconsin","Medicaid","PPC-AD","76.5","2020"
"Wisconsin","Medicaid","ABA-AD","61.5","2020"
"Wisconsin","Medicaid","BCS-AD","63.1","2020"
"Wisconsin","Medicaid","CCS-AD","64.8","2020"
"Wisconsin","Medicaid","CHL-AD","62.4","2020"
"Wyoming","Medicaid","NCIDDS-AD","70.5","2020"
"Wyoming","Medicaid","NCIDDS-AD","92.0","2020"
"Wyoming","Medicaid","NCIDDS-AD","96.2","2020"
"Alabama","Medicaid","SAA-AD","80.2","2021"
"Alabama","Medicaid","AMM-AD","55.4","2021"
"Alabama","Medicaid","AMM-AD","25.2","2021"
"Alabama","Medicaid","COB-AD","17.8","2021"
"Alabama","Medicaid","SSD-AD","72.2","2021"
"Alabama","Medicaid","FUA-AD","2.7","2021"
"Alabama","Medicaid","FUA-AD","5.0","2021"
"Alabama","Medicaid","FUM-AD","27.5","2021"
"Alabama","Medicaid","FUM-AD","41.2","2021"
"Alabama","Medicaid","FUH-AD","33.6","2021"
"Alabama","Medicaid","FUH-AD","50.6","2021"
"Alabama","Medicaid","IET-AD","42.9","2021"
"Alabama","Medicaid","IET-AD","5.0","2021"
"Alabama","Medicaid","IET-AD","37.8","2021"
"Alabama","Medicaid","IET-AD","10.2","2021"
"Alabama","Medicaid","IET-AD","37.7","2021"
"Alabama","Medicaid","IET-AD","6.6","2021"
"Alabama","Medicaid","IET-AD","38.0","2021"
"Alabama","Medicaid","IET-AD","6.9","2021"
"Alabama","Medicaid","MSC-AD","74.6","2021"
"Alabama","Medicaid","MSC-AD","64.8","2021"
"Alabama","Medicaid","MSC-AD","58.8","2021"
"Alabama","Medicaid","OHD-AD","1.6","2021"
"Alabama","Medicaid","OUD-AD","68.2","2021"
"Alabama","Medicaid","AMR-AD","76.9","2021"
"Alabama","Medicaid","AMR-AD","75.3","2021"
"Alabama","Medicaid","AMR-AD","76.6","2021"
"Alabama","Medicaid","CBP-AD","12.7","2021"
"Alabama","Medicaid","PQI01-AD","40.4","2021"
"Alabama","Medicaid","PQI05-AD","149.6","2021"
"Alabama","Medicaid","PQI08-AD","70.0","2021"
"Alabama","Medicaid","PQI15-AD","8.7","2021"
"Alabama","Medicaid","CCW-AD","27.0","2021"
"Alabama","Medicaid","CCW-AD","3.5","2021"
"Alabama","Medicaid","CCP-AD","5.8","2021"
"Alabama","Medicaid","CCP-AD","41.4","2021"
"Alabama","Medicaid","CCP-AD","1.2","2021"
"Alabama","Medicaid","CCP-AD","9.9","2021"
"Alabama","Medicaid","PPC-AD","54.2","2021"
"Alabama","Medicaid","BCS-AD","39.1","2021"
"Alabama","Medicaid","CCS-AD","45.0","2021"
"Alabama","Medicaid","CHL-AD","9.0","2021"
"Alabama","Medicaid","FVA-AD","29.8","2021"
"Arkansas","Medicaid","MSC-AD","74.2","2021"
"Arkansas","Medicaid","MSC-AD","47.5","2021"
"Arkansas","Medicaid","MSC-AD","47.5","2021"
"Arkansas","Medicaid","FVA-AD","38.4","2021"
"Colorado","Medicaid","SSD-AD","74.4","2021"
"Colorado","Medicaid","AMR-AD","43.1","2021"
"Colorado","Medicaid","AMR-AD","49.6","2021"
"Colorado","Medicaid","AMR-AD","44.7","2021"
"Colorado","Medicaid","CCW-AD","21.7","2021"
"Colorado","Medicaid","CCW-AD","5.3","2021"
"Colorado","Medicaid","CCP-AD","10.2","2021"
"Colorado","Medicaid","CCP-AD","34.5","2021"
"Colorado","Medicaid","CCP-AD","2.1","2021"
"Colorado","Medicaid","CCP-AD","12.8","2021"
"Colorado","Medicaid","PPC-AD","41.0","2021"
"Colorado","Medicaid","CCS-AD","36.2","2021"
"Colorado","Medicaid","CHL-AD","54.5","2021"
"Delaware","Medicaid","SAA-AD","65.1","2021"
"Delaware","Medicaid","SSD-AD","68.1","2021"
"Delaware","Medicaid","OUD-AD","74.0","2021"
"Delaware","Medicaid","PCR-AD","1.5076","2021"
"Delaware","Medicaid","CCW-AD","25.5","2021"
"Delaware","Medicaid","CCW-AD","4.4","2021"
"Delaware","Medicaid","CCP-AD","24.9","2021"
"Delaware","Medicaid","CCP-AD","49.3","2021"
"Delaware","Medicaid","CCP-AD","11.1","2021"
"Delaware","Medicaid","CCP-AD","17.4","2021"
"Delaware","Medicaid","PPC-AD","74.2","2021"
"Delaware","Medicaid","CCS-AD","50.6","2021"
"Delaware","Medicaid","CHL-AD","65.2","2021"
"Florida","Medicaid","SAA-AD","61.2","2021"
"Florida","Medicaid","AMM-AD","55.7","2021"
"Florida","Medicaid","AMM-AD","40.3","2021"
"Florida","Medicaid","SSD-AD","74.5","2021"
"Florida","Medicaid","FUA-AD","6.9","2021"
"Florida","Medicaid","FUA-AD","10.0","2021"
"Florida","Medicaid","FUM-AD","23.8","2021"
"Florida","Medicaid","FUM-AD","37.9","2021"
"Florida","Medicaid","FUH-AD","23.8","2021"
"Florida","Medicaid","FUH-AD","41.3","2021"
"Florida","Medicaid","IET-AD","49.5","2021"
"Florida","Medicaid","IET-AD","7.0","2021"
