"state","population","measure_name","measure_abbreviation","state_rate","ffy","reporting_date","postcovid"
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","12.5",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","49.5",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","32.4",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","38.0",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","14.2",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","40.4",2020,2021-06-01,1
"North Dakota","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","15.7",2020,2021-06-01,1
"North Dakota","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","76.9",2020,2021-06-01,1
"North Dakota","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","48.1",2020,2021-06-01,1
"North Dakota","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","52.1",2020,2021-06-01,1
"North Dakota","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","1.9",2020,2021-06-01,1
"North Dakota","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.6",2020,2021-06-01,1
"North Dakota","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","59.6",2020,2021-06-01,1
"North Dakota","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","56.8",2020,2021-06-01,1
"North Dakota","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","28.7",2020,2021-06-01,1
"North Dakota","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","70.0",2020,2021-06-01,1
"North Dakota","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.4182",2020,2021-06-01,1
"North Dakota","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","46.5",2020,2021-06-01,1
"North Dakota","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","48.6",2020,2021-06-01,1
"North Dakota","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","27.1",2020,2021-06-01,1
"North Dakota","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","DS",2020,2021-06-01,1
"North Dakota","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","6.4",2020,2021-06-01,1
"North Dakota","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","35.2",2020,2021-06-01,1
"North Dakota","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","NR",2020,2021-06-01,1
"North Dakota","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","10.2",2020,2021-06-01,1
"North Dakota","Medicaid","Adult Body Mass Index Assessment: Ages 18 to 74","ABA-AD","94.0",2020,2021-06-01,1
"North Dakota","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","54.7",2020,2021-06-01,1
"North Dakota","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","44.8",2020,2021-06-01,1
"North Dakota","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","43.4",2020,2021-06-01,1
"North Dakota","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","38.6",2020,2021-06-01,1
"Ohio","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","66.0",2020,2021-06-01,1
"Ohio","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","95.3",2020,2021-06-01,1
"Ohio","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","97.6",2020,2021-06-01,1
"Oklahoma","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","69.1",2020,2021-06-01,1
"Oklahoma","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","86.2",2020,2021-06-01,1
"Oklahoma","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","98.6",2020,2021-06-01,1
"Oregon","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","74.8",2020,2021-06-01,1
"Oregon","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.4",2020,2021-06-01,1
"Oregon","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","96.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","69.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","52.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","37.5",2020,2021-06-01,1
"Pennsylvania","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","18.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","88.1",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","17.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","27.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","39.7",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","52.6",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","35.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","55.8",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","31.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","14.2",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","37.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","27.1",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","35.7",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","17.0",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","33.7",2020,2021-06-01,1
"Pennsylvania","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","18.0",2020,2021-06-01,1
"Pennsylvania","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","55.8",2020,2021-06-01,1
"Pennsylvania","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","28.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","34.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","55.2",2020,2021-06-01,1
"Pennsylvania","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","58.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","56.0",2020,2021-06-01,1
"Pennsylvania","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","33.7",2020,2021-06-01,1
"Pennsylvania","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","68.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.0977",2020,2021-06-01,1
"Pennsylvania","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","23.6",2020,2021-06-01,1
"Pennsylvania","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","59.6",2020,2021-06-01,1
"Pennsylvania","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","19.9",2020,2021-06-01,1
"Pennsylvania","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","8.1",2020,2021-06-01,1
"Pennsylvania","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","59.5",2020,2021-06-01,1
"Pennsylvania","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","93.2",2020,2021-06-01,1
"Pennsylvania","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","95.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","28.6",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","4.6",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","16.8",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","44.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","4.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","12.2",2020,2021-06-01,1
"Pennsylvania","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","79.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Adult Body Mass Index Assessment: Ages 18 to 74","ABA-AD","95.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","57.4",2020,2021-06-01,1
"Pennsylvania","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","64.3",2020,2021-06-01,1
"Pennsylvania","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","66.2",2020,2021-06-01,1
"Pennsylvania","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","42.3",2020,2021-06-01,1
"Rhode Island","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","61.2",2020,2021-06-01,1
"Rhode Island","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","84.9",2020,2021-06-01,1
"Rhode Island","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","95.0",2020,2021-06-01,1
"South Carolina","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","85.2",2020,2021-06-01,1
"South Dakota","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","51.5",2020,2021-06-01,1
"Tennessee","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","59.1",2020,2021-06-01,1
"Tennessee","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","49.5",2020,2021-06-01,1
"Tennessee","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","33.1",2020,2021-06-01,1
"Tennessee","Medicaid","Concurrent Use of Opioids and Benzodiazepines: Age 18 and older","COB-AD","9.4",2020,2021-06-01,1
"Tennessee","Medicaid","Diabetes Screening for People with Schizophrenia or Bipolar Disorder Who Are Using Antipsychotic Medications: Ages 18 to 64","SSD-AD","85.0",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","5.2",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older","FUA-AD","8.2",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","34.9",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older","FUM-AD","50.1",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","33.5",2020,2021-06-01,1
"Tennessee","Medicaid","Follow-Up After Hospitalization for Mental Illness: Age 18 and Older","FUH-AD","55.4",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","47.6",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","11.8",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","58.9",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","30.6",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","47.9",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","14.5",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","48.9",2020,2021-06-01,1
"Tennessee","Medicaid","Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older","IET-AD","17.7",2020,2021-06-01,1
"Tennessee","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","80.7",2020,2021-06-01,1
"Tennessee","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","44.2",2020,2021-06-01,1
"Tennessee","Medicaid","Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older","MSC-AD","49.8",2020,2021-06-01,1
"Tennessee","Medicaid","Use of Opioids at High Dosage in Persons Without Cancer: Age 18 and Older","OHD-AD","6.2",2020,2021-06-01,1
"Tennessee","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","50.8",2020,2021-06-01,1
"Tennessee","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","51.9",2020,2021-06-01,1
"Tennessee","Medicaid","Asthma Medication Ratio: Ages 19 to 64","AMR-AD","51.0",2020,2021-06-01,1
"Tennessee","Medicaid","Comprehensive Diabetes Care: Hemoglobin A1c Poor Control (>9.0%): Ages 18 to 75","HPC-AD","37.8",2020,2021-06-01,1
"Tennessee","Medicaid","Controlling High Blood Pressure: Ages 18 to 85","CBP-AD","64.3",2020,2021-06-01,1
"Tennessee","Medicaid","Plan All-Cause Readmissions: Ages 18 to 64","PCR-AD","1.0737",2020,2021-06-01,1
"Tennessee","Medicaid","PQI 01: Diabetes Short-Term Complications Admission Rate: Age 18 and Older","PQI01-AD","17.4",2020,2021-06-01,1
"Tennessee","Medicaid","PQI 05: Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults Admission Rate: Age 40 and Older","PQI05-AD","74.9",2020,2021-06-01,1
"Tennessee","Medicaid","PQI 08: Heart Failure Admission Rate: Age 18 and Older","PQI08-AD","26.7",2020,2021-06-01,1
"Tennessee","Medicaid","PQI 15: Asthma in Younger Adults Admission Rate: Ages 18 to 39","PQI15-AD","3.0",2020,2021-06-01,1
"Tennessee","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","78.9",2020,2021-06-01,1
"Tennessee","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","92.9",2020,2021-06-01,1
"Tennessee","Medicaid","National Core Indicators Survey: Age 18 and Older","NCIDDS-AD","98.0",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","18.1",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: All Women Ages 21 to 44","CCW-AD","6.4",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","13.4",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","46.0",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","2.2",2020,2021-06-01,1
"Tennessee","Medicaid","Contraceptive Care: Postpartum Women Ages 21 to 44","CCP-AD","12.7",2020,2021-06-01,1
"Tennessee","Medicaid","Prenatal and Postpartum Care: Postpartum Care","PPC-AD","70.2",2020,2021-06-01,1
"Tennessee","Medicaid","Adult Body Mass Index Assessment: Ages 18 to 74","ABA-AD","94.1",2020,2021-06-01,1
"Tennessee","Medicaid","Breast Cancer Screening: Ages 50 to 74","BCS-AD","54.8",2020,2021-06-01,1
"Tennessee","Medicaid","Cervical Cancer Screening: Ages 21 to 64","CCS-AD","64.1",2020,2021-06-01,1
"Tennessee","Medicaid","Chlamydia Screening in Women Ages 21 to 24","CHL-AD","61.7",2020,2021-06-01,1
"Tennessee","Medicaid","Flu Vaccinations for Adults Ages 18 to 64","FVA-AD","44.7",2020,2021-06-01,1
"Texas","Medicaid","Adherence to Antipsychotic Medications for Individuals with Schizophrenia: Age 18 and older","SAA-AD","56.6",2020,2021-06-01,1
"Texas","Medicaid","Antidepressant Medication Management: Age 18 and Older","AMM-AD","53.2",2020,2021-06-01,1
